states,values,action_probs,goals
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6]]",0.0006896115978097508,"[0.49999988 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.24999994 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.24999994
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6]]",0.7239671118307605,"[0.14018692 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00519211 0.
 0.         0.         0.         0.         0.         0.19418484
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.66043614
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 0], [0, 2], [1, 2]]",0.1204870499976888,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999986
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0]]",0.7420110496102748,"[0.00450741 0.33934321 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.17063748
 0.         0.0772698  0.         0.00193175 0.         0.40631037
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2]]",0.0072736057437374725,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999983
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2], [1, 2]]",0.006769103693166795,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.9999998 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.006180232708348348,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999975
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03906926 -0.04526096  0.1         0.          0.          0.79722935
  0.00307948 -0.02570975  0.          0.          0.          0.4140487 ]"
"[[0, 0], [1, 0], [1, 3]]",0.0074441842798776865,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.999999 0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6]]",0.7489980746647942,"[0.         0.0015873  0.         0.         0.         0.
 0.         0.         0.         0.         0.0047619  0.
 0.         0.         0.         0.         0.         0.99365079
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [0, 6]]",0.7516069196837143,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.9999995 0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6]]",0.751381188171503,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6]]",0.7513811881695764,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513811881676435,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513811881657045,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513811881637593,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513811881618078,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.75138118815985,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [6, 0], [6, 0], [6, 3], [6, 3]]",0.011552752550064032,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.999999 0.       0.      ]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 0], [0, 3], [1, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3]]",0.7324377476879453,"[0.         0.44537815 0.         0.         0.         0.
 0.55462184 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6]]",0.5798033779438381,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.05813953 0.
 0.         0.         0.         0.         0.         0.77906976
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.1627907
 0.        ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [0, 6], [1, 6]]",0.6813911184319247,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [6, 0], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4]]",0.00781837739287,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.9999995]","[ 0.03906926 -0.04526096  0.1         0.          0.          0.79722935
  0.00307948 -0.02570975  0.          0.          0.          0.4140487 ]"
"[[0, 0], [0, 0], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [0, 6], [0, 6]]",0.0013739528424873409,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.24999994 0.
 0.         0.         0.         0.         0.         0.24999994
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.49999988
 0.        ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6]]",0.6918740585542169,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 6], [0, 6], [0, 6], [1, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3]]",0.7164873766774494,"[0.         0.         0.         0.         0.         0.
 0.01538462 0.         0.         0.         0.         0.
 0.         0.01538462 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.96923075 0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [0, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6]]",0.7778106756831024,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0.]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.005633623634447245,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999967
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.04590155 -0.05562033  0.1         0.          0.          0.89485579
  0.01793781 -0.01668085  0.          0.          0.          0.52370837]"
